brand,model,version,price,caractéristiques_disponibilité,caractéristiques_carrosserie,caractéristiques_garantie,caractéristiques_nombre_de_places,caractéristiques_nombre_de_portes,motorisation_nombre_de_cylindres,motorisation_energie,motorisation_puissance_fiscale,motorisation_puissance_(ch.din),transmission_boîte,transmission_nombre_de_rapports,transmission_transmission,consommation_consommation_mixte,aides_à_la_conduite_aide_au_stationnement,equipements_extérieurs_jantes,audio_et_communication_ecran_central,equipements_intérieurs_sellerie,equipements_intérieurs_volant,equipements_intérieurs_toit,equipements_fonctionnels_frein_de_stationnement,equipements_fonctionnels_modes_de_conduite,performances_autonomie_électrique_(wltp),consommation_consommation_électrique_(wltp),consommation_temps_de_recharge_normale_(ac),consommation_temps_de_recharge_rapide_(dc)
Bmw,BMW i4,eDrive40 Pack M,266900,Disponible,Berline,5 ans (2+3) | Batterie garantie 8 ans,5,5,,Electrique,7,340,Automatique,1,Propulsion,,Radar de recul | Radar avant | Système de caméras 360 | Parkassit Plus,En aluminium | 19'' | Bi-ton,Tactile | 14.9 pouces,Sensatec perforé | Tacorarot,Cuir | Multi-fonctions | M | Sport,Ouvrant | En verre,Éléctrique,,600,16.1,8.5,30
Bmw,BMW i4,eDrive40 Pack M Pro,287900,Disponible,Berline,5 ans (2+3) | Batterie garantie 8 ans,5,5,,Electrique,7,340,Automatique,1,Propulsion,,Radar de recul | Radar avant | Système de caméras 360 | Parkassit Plus,En aluminium | 20'' | Bi-ton,Tactile | 14.9 pouces,Sensatec perforé | Tacorarot,Cuir | Multi-fonctions | M | Sport,Ouvrant | En verre,Éléctrique,,600,16.1,8.5,30
Bmw,BMW iX1,xDrive30 xLine,223900,Disponible,SUV,5 ans (2+3) | Batterie garantie 8 ans,5,5,,Electrique,8,306,Automatique,1,Intégrale,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 18'' | Bi-ton,Tactile | 10.7 pouces | Curved Display,Veganza perforé | Castanea,Cuir | Multi-fonctions,Ouvrant | Panoramique | En verre,Éléctrique,,438,17,6.5,30
Bmw,BMW iX1,xDrive30  Pack M,229900,Sur arrivage,SUV,5 ans (2+3) | Batterie garantie 8 ans,5,5,,Electrique,8,306,Automatique,1,Intégrale,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 18'' | Bi-ton,Tactile | 10.7 pouces | Curved Display,Alcantara/Veganza Schwarz avec surpiqûres bleues,Cuir | Multi-fonctions | M | Sport,Ouvrant | Panoramique | En verre,Éléctrique,,438,17,6.5,30
Bmw,BMW iX2,xDrive30 Pack M,232900,Disponible,SUV,5 ans (2+3) | Batterie garantie 8 ans,5,5,,Electrique,7,306,Automatique,1,Intégrale,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 19'' | Bi-ton,Tactile | 10.7 pouces | Curved Display,Alcantara | Surpiqûre contrastée Bleue | Veganza,Cuir | Multi-fonctions | M | Sport | Avec palettes,Panoramique | En verre,Éléctrique,,449,16.3,6.5,29
Bmw,BMW iX2,xDrive30 Pack M Pro,246900,Disponible,SUV,5 ans (2+3) | Batterie garantie 8 ans,5,5,,Electrique,7,306,Automatique,1,Intégrale,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 20'' | Bi-ton,Tactile | 10.7 pouces | Curved Display,Alcantara | Surpiqûre contrastée Bleue | Veganza,Cuir | Multi-fonctions | M | Sport | Avec palettes,Panoramique | En verre,Éléctrique,,449,16.3,6.5,29
Bmw,BMW i5,eDrive40 Lounge,290900,Sur arrivage,Berline,5 ans (2+3) | Batterie garantie 8 ans,5,4,,Electrique,7,340,Automatique,,Propulsion,,Radar de recul | Radar avant | Système de caméras 360 | Parkassit Plus,En aluminium | 19'',Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Multi-fonctions,,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,560,15.9,8.5,30
Bmw,BMW i5,eDrive40 Pack M,302900,Sur arrivage,Berline,5 ans (2+3) | Batterie garantie 8 ans,5,4,,Electrique,7,340,Automatique,,Propulsion,,Radar de recul | Radar avant | Système de caméras 360 | Parkassit Plus,En aluminium | 19'' | Bi-ton,Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Cuir | Multi-fonctions | M | Sport,Panoramique | En verre,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,560,15.9,8.5,30
Bmw,BMW i5,eDrive40 Pack M +,322900,45 jours,Berline,5 ans (2+3) | Batterie garantie 8 ans,5,4,,Electrique,7,340,Automatique,,Propulsion,,Radar de recul | Radar avant | Système de caméras 360 | Parkassit Plus,En aluminium | 20'' | Bi-ton,Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Cuir | Multi-fonctions | M | Sport,Panoramique | En verre,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,560,15.9,8.5,30
Bmw,BMW iX,xDrive40 Impressive,369900,Disponible,SUV,5 ans (2+3) | Batterie garantie 8 ans,5,5,,Electrique,11,326,Automatique,1,Intégrale,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Park distance control,En aluminium | 21'' | Bi-ton,Tactile | 14.9 pouces,Cuir | Amido,Cuir | Multi-fonctions | Sport,Ouvrant | Panoramique | Sky Lounge,Éléctrique,,406,19.4,7.5,31
Bmw,BMW iX,xDrive50 Pack M,399900,Sur arrivage,SUV,5 ans (2+3) | Batterie garantie 8 ans,5,5,,Electrique,,523,Automatique,1,Intégrale,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Park distance control | Détection du trafic en marche arrière,"En aluminium | Bi-ton | 22""",Tactile | 14.9 pouces,Cuir | Amido,Cuir | Chauffant | Multi-fonctions | Sport | Réglage électrique,Ouvrant | Panoramique | Sky Lounge,Éléctrique,,633,19.4,8.25,31
Byd,BYD Dolphin Surf,30.08 KWH,51000,1 mois | En pré-commande,Citadine,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,4,5,,Electrique,2,75,Automatique,,Traction,,Radar de recul,En aluminium | 16'',Tactile | 10.1 pouces | Rotatif,Similicuir,3 branches | Multi-fonctions,,EPB,Normal | Sport | Eco | Neige,230,12.5,3.5,30
Byd,BYD Dolphin Surf,38.88 KWH,55000,1 mois | En pré-commande,Citadine,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,4,5,,Electrique,2,75,Automatique,,Traction,,Radar de recul,En aluminium | 16'',Tactile | 10.1 pouces | Rotatif,Similicuir,Similicuir | 3 branches | Multi-fonctions,,EPB,Normal | Sport | Eco | Neige,300,13.5,4.5,30
Byd,BYD Qin Plus,BYD Qin Plus,69990,Disponible,Berline,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,5,4,4,Essence | Hybride rechargeable,5,187,Automatique,,Traction,4.3,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 8.8 pouces | Rotatif,Tissu,Similicuir | 3 branches | Multi-fonctions,,Éléctrique,Normal | Sport | Eco,55,,,
Byd,BYD Dolphin,BYD Dolphin,94990,Disponible,Compacte,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,5,5,,Electrique,5,95,Automatique,,Traction,,Radar de recul | Système de caméras 360,En aluminium | 16'' | Bi-ton,Tactile | 12.8 pouces | Rotatif,Similicuir,Similicuir | 3 branches | Multi-fonctions,,Éléctrique,Sport | Eco,340,11,5,31
Byd,BYD Atto 3,BYD Atto 3,123990,Disponible,SUV,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,5,5,,Electrique,5,204,Automatique,,Traction,,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 18'' | Bi-ton,Tactile | 12.8 pouces | Rotatif,Similicuir,Similicuir | 3 branches | Multi-fonctions,Ouvrant | Panoramique,Éléctrique | EPB,Normal | Sport | Eco,420,14.9,5,30
Byd,BYD Song Plus,BYD Song Plus,115990,Disponible,SUV,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,5,5,4,Essence | Hybride rechargeable,7,265,Automatique,,Traction,5.1,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 19'',Tactile | 12.8 pouces | Rotatif,Similicuir,Similicuir | 3 branches | Multi-fonctions,Ouvrant | Panoramique,Éléctrique | EPB,Normal | Sport | Eco,90,,,
Byd,BYD Tang EV,BYD Tang EV,229990,Disponible,SUV,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,7,5,,Electrique,9,516,Automatique,,Intégrale,,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 21'' | Bi-ton,Tactile | Rotatif | 15.6 pouces,Cuir,Cuir | Chauffant | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Eco,520,20.9,7.5,30
Cenntro,Cenntro Logistar 100,Cenntro Logistar 100,32800,Disponible,Utilitaire,5 ans ou 100000 km | Batterie garantie 8 ans ou 160.000 KM,2,5,,Electrique,2,34,Automatique,,Traction,,Radar de recul | Caméra de recul,14'',Tactile,Tissu,,,,,120,15,5,
Cenntro,Cenntro Logistar 210,Cenntro Logistar 210,66900,Disponible,Utilitaire,5 ans ou 100000 km | Batterie garantie 8 ans ou 160.000 KM,2,5 | 2 portes latérales coulissantes,,Electrique,3,82,Automatique,,Traction,,Radar de recul | Caméra de recul,14'',Tactile,Tissu,,,,,255,15.5,8,45
Cenntro,Cenntro Logistar 260,Cenntro Logistar 260,88600,Disponible,Utilitaire,5 ans ou 100000 km | Batterie garantie 8 ans ou 160.000 KM,2,5 | 2 portes arrières battantes tolées,,Electrique,3,102,Automatique,,Traction,,Radar de recul | Caméra de recul,16'',Tactile,Tissu,,,,Normal | Eco,270,13.5,8,30
Changan,Changan New Star Van,Changan New Star Van,39900,Disponible,Utilitaire,1 an,2,3 | 2 portes latérales coulissantes,4,Essence,6,92,Manuelle,5,Propulsion,7.4,,14'',,Tissu,,,,,,,,
Changan,Changan Star Truck Double Cabine,Changan Star Truck Double Cabine,49900,Disponible,Pick up,1 an,5,4,4,Essence,7,98,Manuelle,5,Propulsion,7.4,,14'',,Tissu,,,,,,,,
Changan,Changan Hunter,Changan Hunter,123046,Indisponible,Pick up,3 ans ou 100.000 km,5,4,4,Diesel,6,150,Manuelle,6,Intégrale,8,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 10 pouces,Cuir,Cuir | Multi-fonctions,,,,,,,
Chery,Chery Tiggo 1X populaire,Chery Tiggo 1X populaire,32340,Sous réserve d'acceptation du dossier par le ministère du commerce | En pré-commande,SUV,3 ans ou 100.000 km,5,5,3,Essence,4,70,Automatique,9,Traction,6.3,Radar de recul,En aluminium | 16'',Tactile | 9 pouces,Tissu,Multi-fonctions | à méplat,,,,,,,
Chery,Chery Tiggo 3X,1.5 L Comfort BVM,57900,Disponible,SUV,5 ans ou 100000 km,5,5,4,Essence,6,113,Manuelle,5,Traction,7.1,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 9 pouces,Similicuir,Multi-fonctions | à méplat,,,,,,,
Chery,Chery Tiggo 3X,1.0 L Turbo CVT Luxury,66990,Sur arrivage,SUV,5 ans ou 100000 km,5,5,3,Essence,6,102,Automatique,9,Traction,5.9,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 9 pouces,Cuir/Tissu,Cuir | Multi-fonctions,Ouvrant,,,,,,
Chery,Chery Arrizo 5,1.5 L Comfort BVM,59490,Disponible,Berline,5 ans ou 150000 km,5,4,4,Essence,7,115,Manuelle,5,Traction,6.4,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 8 pouces,Similicuir,3 branches | Multi-fonctions | à méplat,,,,,,,
Chery,Chery Arrizo 5,1.5 L CVT Luxury,69490,Disponible,Berline,5 ans ou 150000 km,5,4,4,Essence,7,115,Automatique,7,Traction,6.4,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 8 pouces,Similicuir,3 branches | Multi-fonctions | à méplat,Ouvrant,Éléctrique,Sport | Eco,,,,
Chery,Chery Tiggo 4 Pro,Chery Tiggo 4 Pro,88490,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,6,113,Automatique,,Traction,7.3,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 10.25 pouces,Cuir perforé,Cuir | Multi-fonctions,Ouvrant,Éléctrique,,,,,
Chery,Chery Tiggo 7 Pro,Chery Tiggo 7 Pro,105900,Disponible,SUV,7 ans ou 200000 km,5,5,4,Essence,9,147,Automatique,9,Traction,7.9,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 18'',Tactile | 12.3 pouces,Cuir,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Sport | Eco,,,,
Chery,Chery Arrizo 8,Chery Arrizo 8,119900,Disponible,Berline,7 ans ou 200000 km,5,4,4,Essence,10,185,Automatique,7,Traction,6.2,Radar de recul | Radar avant | Système de caméras 540°,En aluminium | 18'',Tactile | 12.3 pouces,Cuir perforé,Cuir | Chauffant | Multi-fonctions | Avec palettes,Ouvrant | Panoramique,Éléctrique,Sport | Eco,,,,
Chevrolet,Chevrolet Groove,Chevrolet Groove,89825,Disponible,SUV,2 ans ou 100.000 km,5,5,4,Essence,6,106,Automatique,,Traction,7.3,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 8 pouces,Tissu | Surpiqures,Cuir | 3 branches,Ouvrant | Panoramique,,Sport | Eco,,,,
Chevrolet,Chevrolet Captiva,1.5 Turbo CVT 5 places,93920,Disponible,SUV,2 ans ou 100.000 km,5,5,4,Essence,9,147,Automatique,8,Traction,9.2,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 18'',Tactile | 10.4 pouces,Similicuir perforé,Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport,,,,
Chevrolet,Chevrolet Captiva,1.5 Turbo CVT 7 places,95920,Disponible,SUV,2 ans ou 100.000 km,7,5,4,Essence,9,147,Automatique,8,Traction,9.2,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 18'',Tactile | 10.4 pouces,Similicuir perforé,Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport,,,,
Citroen,Citroën C4 X,1.2 L  Plus EAT8,84900,Disponible,Berline,3 ans ou 100.000 km,5,4,3,Essence,7,130,Automatique,8,Traction,6,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 10 pouces,Tissu,Cuir | Multi-fonctions,,Éléctrique,,,,,
Citroen,Citroën C4 X,1.2 L  Max EAT8,90900,Disponible,Berline,3 ans ou 100.000 km,5,4,3,Essence,7,130,Automatique,8,Traction,6,Radar de recul | Radar avant | Caméra de recul,En aluminium | 17'',Tactile | 10 pouces,Tissu,Cuir | Multi-fonctions,,Éléctrique,,,,,
Citroen,Citroën C4 X,1.2 L  Max + EAT8,94900,Disponible,Berline,3 ans ou 100.000 km,5,4,3,Essence,7,130,Automatique,8,Traction,6,Radar de recul | Radar avant | Caméra de recul,En aluminium | 17'',Tactile | 10 pouces,Tissu,Cuir | Multi-fonctions,Panoramique,Éléctrique,,,,,
Citroen,Citroën Berlingo,Citroën Berlingo,101900,1 mois,Monospace,3 ans,5,5 | 2 portes latérales coulissantes,4,Diesel,5,92,Manuelle,5,Traction,4.8,,16'',Tactile | 10 pouces,Tissu,,,Éléctrique,,,,,
Citroen,Citroën Jumpy Combi,Citroën Jumpy Combi,152900,10 jours,Monospace,3 ans,9,4 | 1 porte latérale coulissante,4,Diesel,8,150,Manuelle,6,Traction,5.5,Radar de recul,16'',Tactile | 5 pouces,Tissu | Bi-ton,Multi-fonctions,,,,,,,
Citroen,Citroën Berlingo Van,Citroën Berlingo Van,67490,Disponible,Utilitaire,3 ans,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,5,92,Manuelle,5,Traction,4.8,Radar de recul | Caméra de recul,15'',Tactile | 10 pouces,Tissu,Multi-fonctions,,Éléctrique,,,,,
Citroen,Citroën Jumpy Fourgon,Citroën Jumpy Fourgon,88900,1 mois,Utilitaire,3 ans,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,8,150,Manuelle,6,Traction,5.5,Radar de recul,16'',,Tissu,,,,,,,,
Citroen,Citroën Jumper,2.2 L HDI  L2H2 11.5m3,97900,3 mois,Utilitaire,3 ans,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,7,140,Manuelle,6,Traction,,Radar de recul,16'',,Tissu,,,,,,,,
Citroen,Citroën Jumper,2.2 L HDI  L3H3 15m3,101900,Disponible,Utilitaire,3 ans,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,7,140,Manuelle,6,Traction,,Radar de recul,16'',,Tissu,,,,,,,,
Cupra,Cupra Leon,1.4 TSI,137980,En pré-commande,Compacte,3 ans,5,5,4,Essence,8,150,Automatique,8,Traction,5,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 18'',Tactile | 12.9 pouces,Tissu,Cuir | Multi-fonctions | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Individual | Cupra | Performance,,,,
Cupra,Cupra Leon,1.4 TSI Sport,146980,En pré-commande,Compacte,3 ans,5,5,4,Essence,8,150,Automatique,8,Traction,5,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 18'',Tactile | 12.9 pouces,Cuir,Cuir | Multi-fonctions | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Individual | Cupra | Performance,,,,
Cupra,Cupra Terramar,1.4 TSI,168980,En pré-commande,SUV,3 ans,5,5,4,Essence,8,150,Automatique,7,Traction,6.1,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 19'',Tactile | 12.9 pouces,Tissu,Cuir | Multi-fonctions | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Individual | Cupra | Performance,,,,
Cupra,Cupra Terramar,1.4 TSI Sport,180980,En pré-commande,SUV,3 ans,5,5,4,Essence,8,150,Automatique,7,Traction,6.1,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 20'',Tactile | 12.9 pouces,Cuir,Cuir | Multi-fonctions | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Individual | Cupra | Performance,,,,
Dacia,Dacia Sandero Stepway,1.0 L,62990,Disponible,SUV,2 ans ou 100.000 km,5,5,3,Essence,6,100,Manuelle,5,Traction,7.2,,16'',Tactile | 8 pouces,Tissu,Multi-fonctions,,,Eco,,,,
Dacia,Dacia Sandero Stepway,1.0 L BVA,72990,Disponible,SUV,2 ans ou 100.000 km,5,5,3,Essence,6,100,Automatique,6,Traction,7.2,Caméra de recul,En aluminium | 16'',Tactile,Tissu,,,,Eco,,,,
Dacia,Dacia Sandero,Dacia Sandero,58450,Disponible,Citadine,2 ans,5,5,3,Essence,5,100,Manuelle,5,Traction,5.8,,15'',Tactile,Tissu,,,,,,,,
Dacia,Dacia Logan,Dacia Logan,62980,Disponible,Berline,2 ans ou 100.000 km,5,4,3,Essence,5,100,Manuelle,5,Traction,5.5,,15'',Tactile,Velours/Tissu,,,,,,,,
Dacia,Dacia Duster,Dacia Duster,106950,Disponible,SUV,2 ans ou 100.000 km,5,5,4,Diesel,6,115,Manuelle,6,Traction,4.7,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 10 pouces,Tissu,Cuir | Multi-fonctions,,,,,,,
Deepal,Deepal S05,Deepal S05,79980,En pré-commande,SUV,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,5,5,4,Essence | Électrique (REEV),5,216,Automatique,,Propulsion,4.3,Radar avant | Caméra de recul | Système de caméras 360 | Stationnement intelligent à distance,En aluminium | 18'',Tactile | 15.4 pouces,Cuir artificiel,Cuir | Multi-fonctions,Panoramique,Éléctrique,Confort | Sport | Eco | Personal,160,,5.5,20
Deepal,Deepal S07,Deepal S07,103980,En pré-commande,SUV,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,5,5,4,Essence | Électrique (REEV),5,238,Automatique,,Propulsion,4.5,Radar avant | Caméra de recul | Stationnement intelligent à distance | Système de caméras 540°,En aluminium | 20'',Tactile | Rotatif | 15.6 pouces,Cuir artificiel,Cuir | Multi-fonctions,Panoramique,Éléctrique,Confort | Sport | Eco | Personal,160,,5.6,30
Deepal,Deepal G318,Deepal G318,129980,En pré-commande,SUV,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,5,5,4,Essence | Électrique (REEV),,430,Automatique,,Intégrale,6.5,Radar avant | Caméra de recul | Système de caméras 360,En aluminium | 20'',Tactile | 14.6 pouces,Cuir artificiel,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Boue | Sable | Neige | Personal,170,,6,30
Dfsk,DFSK E5 PHEV,1.5 L Confort,76900,En pré-commande,SUV,7 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,7,5,4,Essence | Hybride rechargeable,5,275,Automatique,,Traction,5.5,Radar de recul | Caméra de recul,En aluminium | 18'',Tactile | 12.3 pouces,Cuir artificiel,Cuir | Multi-fonctions,Ouvrant,Éléctrique,Normal | Sport | Eco,87,,4,
Dfsk,DFSK E5 PHEV,1.5 L Prestige,87900,En pré-commande,SUV,7 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,7,5,4,Essence | Hybride rechargeable,5,275,Automatique,,Traction,5.5,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 19'',Tactile | 12.3 pouces,Cuir artificiel,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Eco,87,,4,
Dfsk,DFSK EC75,DFSK EC75,84900,En pré-commande,Utilitaire,7 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,2,2 portes latérales coulissantes | 2 portes arrières battantes tolées | 6,,Electrique,3,94,Automatique,,Traction,,Radar de recul | Radar avant | Système de caméras 360,16'',Tactile | 10.1 pouces,Tissu,,,Éléctrique | EPB,,240,16.5,10.85,45
Dfsk,DFSK Glory 500,1.5  MT,69900,Disponible,SUV,7 ans ou 150.000 km,5,5,4,Essence,7,115,Manuelle,5,Traction,7.3,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 7 pouces,Cuir,Cuir | Multi-fonctions,,,,,,,
Dfsk,DFSK Glory 500,1.5 CVT,79900,Disponible,SUV,7 ans ou 150.000 km,5,5,4,Essence,7,115,Automatique,,Traction,6.5,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 7 pouces,Cuir,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,,,,,
Dfsk,DFSK Glory 580,DFSK Glory 580,99900,Disponible,SUV,7 ans ou 150.000 km,7,5,4,Essence,8,145,Automatique,,Traction,8.2,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 9 pouces,Similicuir | Surpiqures,Cuir | Multi-fonctions,Ouvrant,Éléctrique,Sport | Eco,,,,
Dfsk,DFSK Glory iX5,DFSK Glory iX5,104900,Disponible,SUV,7 ans ou 150.000 km,5,5,4,Essence,9,140,Automatique,,Traction,8.6,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'',Tactile | 10.25 pouces,Cuir | Surpiqures,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Eco | Neige,,,,
Dfsk,DFSK K01S,Simple Cabine STD,32900,Sur arrivage,Pick up,2 ans,2,2,4,Essence,5,58,Manuelle,5,Propulsion,7.5,,13'',,Tissu,,,,,,,,
Dfsk,DFSK K01S,Simple Cabine DLX,34900,Sur arrivage,Pick up,2 ans,2,2,4,Essence,5,58,Manuelle,5,Propulsion,7.5,,13'',,Tissu,,,,,,,,
Dfsk,DFSK K01H,Large Cabine 1.1 l STD,35900,Disponible,Pick up,2 ans,2,2,4,Essence,6,50,Manuelle,5,Propulsion,6.1,,13'',,Tissu,,,,,,,,
Dfsk,DFSK K01H,Large Cabine 1.1 l DLX,37900,Disponible,Pick up,2 ans,2,2,4,Essence,6,50,Manuelle,5,Propulsion,6.1,,13'',,Tissu,,,,,,,,
Dfsk,DFSK K02S,1.0 l Double Cabine STD,40900,Sur arrivage,Pick up,2 ans,5,4,4,Essence,5,58,Manuelle,5,Propulsion,7.5,,13'',,Tissu,,,,,,,,
Dfsk,DFSK K02S,1.0 l Double Cabine DLX,42900,Sur arrivage,Pick up,2 ans,5,4,4,Essence,5,58,Manuelle,5,Propulsion,7.5,,13'',,Tissu,,,,,,,,
Dfsk,DFSK C31,DFSK C31,44900,Disponible,Pick up,2 ans,2,2,4,Essence,7,101,Manuelle,5,Propulsion,8,,14'',,Tissu,,,,,,,,
Dfsk,DFSK C32,DFSK C32,52900,Disponible,Pick up,2 ans,5,4,4,Essence,7,101,Manuelle,5,Propulsion,8,,14'',,Tissu,,,,,,,,
Dongfeng,Dongfeng Box,31.4 KWH,49990,En pré-commande,Compacte,5 ans ou 150000 km | Batterie garantie 8 ans ou 200.000 km,5,5,,Electrique,3,94,Automatique,,Traction,,Radar de recul | Caméra de recul,17'',Tactile | 12.8 pouces,Cuir artificiel | Bi-ton,Multi-fonctions,,Éléctrique,Normal | Sport | Eco,237,12.09,5,30
Dongfeng,Dongfeng Box,42.3 KWH Style+,56990,En pré-commande,Compacte,5 ans ou 150000 km | Batterie garantie 8 ans ou 200.000 km,5,5,,Electrique,3,94,Automatique,,Traction,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 17'',Tactile | 12.8 pouces,Cuir artificiel | Bi-ton,Similicuir | Multi-fonctions | Sport | 2 branches,,Éléctrique | EPB,Normal | Sport | Eco,344,13.04,6,30
Dongfeng,Dongfeng Shine,1.5 Mach Power,64990,Disponible,Berline,5 ans ou 150000 km,5,4,4,Essence,6,117,Manuelle,5,Traction,6.7,Caméra de recul,En aluminium | 16'',Tactile | 13 pouces,Similicuir,,,EPB,,,,,
Dongfeng,Dongfeng Shine,1.5 Mach Power BVA,72990,Disponible,Berline,5 ans ou 150000 km,5,4,4,Essence,6,117,Automatique,6,Traction,6,Radar de recul | Système de caméras 360,En aluminium | 16'',Tactile | 13 pouces,Similicuir,,Ouvrant,EPB,,,,,
Dongfeng,Dongfeng Shine Max Hybride,Dongfeng Shine Max Hybride,90990,Disponible,Berline,5 ans ou 150000 km | Batterie garantie 8 ans ou 200.000 km,5,4,4,Essence | Hybride,9,205,Automatique,,Traction,4.3,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 10.25 pouces,Similicuir,,Ouvrant | Panoramique,Éléctrique | EPB,Confort | Sport | Eco,,,,
Dongfeng,Dongfeng Rich 6,2.5 Turbo Diesel 4X2 Thunder,93900,Disponible,Pick up,3 ans ou 100.000 km,5,4,4,Diesel,8,140,Manuelle,5,Propulsion,7.3,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 9 pouces,Similicuir,Multi-fonctions,,,,,,,
Dongfeng,Dongfeng Rich 6,2.5 Turbo Diesel 4X4 Thunder,103900,Disponible,Pick up,3 ans ou 100.000 km,5,4,4,Diesel,8,140,Manuelle,5,Intégrale,7.3,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 9 pouces,Similicuir,Multi-fonctions,,,,,,,
Dongfeng,Dongfeng Forthing T5 EVO,Dongfeng Forthing T5 EVO,118900,Disponible,SUV,5 ans ou 100000 km,5,5,4,Essence,9,176,Automatique,7,Traction,6.9,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 19'',Tactile | 10.25 pouces,Similicuir perforé,Cuir | Multi-fonctions | Sport | à méplat | Avec palettes,Ouvrant | Panoramique | En verre,Éléctrique,Normal | Sport | Eco,,,,
