user_id,age,sexe,situation_familiale,nombre_enfants,revenu_mensuel,budget_max,usage_principal,distance_journaliere_km,prefere_electrique,carrosserie_preferee,energie_preferee,boite_preferee,importance_consommation,importance_performance,importance_confort,importance_prix
256,42,Homme,Célibataire,0,3432,55820,Montagne,27,1,SUV,Essence,Manuelle,5,1,3,3
257,50,Femme,Célibataire,0,3085,59840,Montagne,147,1,Pick up,Electrique,Automatique,3,3,1,5
258,31,Homme,Célibataire,0,3142,106638,Autoroute,52,1,Utilitaire,Electrique,Automatique,4,5,2,2
259,36,Femme,Célibataire,0,4392,140665,Plage,129,1,Monospace,Essence,Manuelle,1,3,1,2
260,44,Homme,Marié(e),1,1185,40000,Autoroute,149,1,Monospace,Hybride,Manuelle,5,3,5,2
261,42,Femme,Célibataire,0,14000,332114,Sport,83,1,Cabriolet,Diesel,Manuelle,4,4,4,3
262,57,Homme,Célibataire,0,5794,190193,Campagne,108,0,Pick up,Essence,Automatique,1,5,1,5
263,24,Femme,Marié(e),4,1508,40000,Campagne,106,1,Minibus,Electrique,Automatique,4,5,5,1
264,45,Homme,Marié(e),3,13561,388973,Sport,42,1,Minibus,Diesel,Manuelle,2,2,5,5
265,44,Homme,Célibataire,0,2413,47488,Montagne,87,1,SUV,Electrique,Manuelle,4,4,1,1
266,28,Femme,Marié(e),1,1612,40000,Désert,95,1,Pick up,Essence,Manuelle,4,2,5,4
267,53,Femme,Marié(e),0,10708,196086,Ville,35,0,Compacte,Diesel,Automatique,2,2,3,5
268,48,Femme,Marié(e),2,1763,47276,Montagne,46,0,Pick up,Essence,Automatique,1,2,5,5
269,62,Homme,Marié(e),0,1637,41469,Désert,128,1,SUV,Electrique,Automatique,2,4,5,4
270,32,Homme,Marié(e),2,6480,177968,Plage,63,1,Citadine,Diesel,Manuelle,4,5,5,1
271,46,Homme,Célibataire,0,11764,337478,Sport,141,0,Coupé,Essence,Automatique,4,5,5,1
272,27,Femme,Marié(e),3,904,40000,Sport,63,1,Minibus,Hybride,Manuelle,3,1,5,4
273,46,Femme,Marié(e),2,14915,395581,Désert,144,1,SUV,Electrique,Manuelle,2,1,3,5
274,48,Femme,Célibataire,0,12970,330097,Plage,44,1,Berline,Hybride,Automatique,3,4,3,1
275,63,Femme,Célibataire,0,3406,69861,Montagne,99,1,Pick up,Diesel,Manuelle,5,5,4,2
276,38,Femme,Marié(e),3,1465,47026,Montagne,107,1,SUV,Diesel,Manuelle,2,1,2,5
277,57,Homme,Célibataire,1,1273,40055,Désert,14,1,Pick up,Essence,Automatique,3,2,3,1
278,47,Femme,Marié(e),2,6372,177178,Désert,137,0,SUV,Diesel,Manuelle,2,1,5,5
279,61,Homme,Marié(e),1,1544,40000,Autoroute,8,1,Pick up,Electrique,Manuelle,4,5,2,5
280,26,Homme,Marié(e),2,3287,72188,Sport,71,0,Cabriolet,Diesel,Automatique,4,4,5,1
281,48,Homme,Marié(e),2,1379,42830,Autoroute,91,1,Minibus,Electrique,Manuelle,4,5,4,2
282,51,Femme,Marié(e),3,1956,40000,Montagne,7,1,SUV,Diesel,Manuelle,4,3,5,5
283,37,Femme,Célibataire,0,4746,123828,Campagne,53,1,Pick up,Electrique,Manuelle,2,5,3,2
284,53,Homme,Célibataire,0,1838,40000,Campagne,6,1,Utilitaire,Electrique,Automatique,1,1,1,4
285,56,Homme,Marié(e),1,3253,105317,Désert,139,1,SUV,Electrique,Manuelle,2,5,2,1
286,49,Femme,Divorcé(e),0,1615,40000,Ville,30,1,Compacte,Electrique,Automatique,1,2,4,5
287,42,Femme,Marié(e),1,1871,40000,Plage,100,1,Coupé,Electrique,Automatique,4,4,2,4
288,45,Femme,Célibataire,0,3258,93570,Sport,42,1,Coupé,Electrique,Automatique,5,4,4,2
289,31,Femme,Marié(e),1,3483,88259,Montagne,106,0,Pick up,Hybride,Manuelle,3,5,5,1
290,32,Homme,Célibataire,0,5078,121857,Autoroute,10,1,Citadine,Electrique,Manuelle,5,5,3,3
291,48,Homme,Célibataire,0,3262,86501,Montagne,25,1,SUV,Electrique,Manuelle,3,5,4,4
292,46,Femme,Célibataire,1,13996,436036,Autoroute,85,1,Pick up,Hybride,Automatique,1,2,3,2
293,63,Femme,Marié(e),2,2722,83346,Autoroute,65,1,Cabriolet,Hybride,Manuelle,2,2,1,2
294,27,Homme,Célibataire,0,2838,73699,Ville,104,1,Compacte,Essence,Automatique,3,5,2,1
295,36,Homme,Marié(e),1,3057,97121,Ville,145,1,Berline,Electrique,Manuelle,4,4,5,3
296,50,Homme,Divorcé(e),1,3347,80766,Montagne,118,1,Pick up,Electrique,Manuelle,4,5,2,1
297,41,Femme,Célibataire,0,3043,95269,Sport,127,1,Coupé,Electrique,Manuelle,4,5,1,4
298,41,Homme,Marié(e),3,929,40000,Campagne,61,1,Monospace,Hybride,Manuelle,2,2,4,4
299,27,Femme,Marié(e),2,13547,422009,Montagne,39,1,Pick up,Electrique,Manuelle,4,2,1,2
300,40,Homme,Marié(e),2,3450,85697,Autoroute,77,1,Berline,Diesel,Automatique,5,1,2,1
301,30,Femme,Marié(e),1,2921,56503,Désert,42,0,Pick up,Hybride,Manuelle,4,1,3,1
302,39,Femme,Célibataire,0,1924,60307,Sport,55,1,Coupé,Essence,Automatique,4,4,2,1
303,28,Homme,Célibataire,0,2223,40396,Montagne,18,0,SUV,Essence,Manuelle,4,3,2,3
304,29,Homme,Marié(e),1,2030,54188,Désert,100,0,SUV,Essence,Automatique,5,4,5,2
305,37,Homme,Célibataire,0,3460,56055,Autoroute,93,1,Compacte,Essence,Automatique,4,2,3,5
306,34,Homme,Marié(e),1,1061,40000,Désert,87,1,Pick up,Hybride,Automatique,5,2,5,3
307,39,Homme,Célibataire,0,1978,51095,Désert,66,1,SUV,Hybride,Automatique,1,5,3,5
308,26,Femme,Célibataire,0,6026,164273,Autoroute,38,1,Pick up,Electrique,Automatique,1,5,1,1
309,33,Homme,Célibataire,0,3238,90129,Désert,8,1,Pick up,Electrique,Automatique,3,2,5,1
310,35,Femme,Divorcé(e),2,1148,40000,Montagne,23,1,Pick up,Electrique,Automatique,5,3,5,1
311,41,Homme,Divorcé(e),3,1846,47318,Campagne,96,1,SUV,Diesel,Automatique,5,5,4,1
312,64,Femme,Marié(e),1,2544,63838,Montagne,110,1,SUV,Hybride,Manuelle,3,5,3,3
313,42,Homme,Marié(e),1,7663,170119,Désert,137,0,Pick up,Hybride,Automatique,1,3,5,1
314,41,Homme,Célibataire,0,3856,117339,Montagne,40,1,Pick up,Diesel,Automatique,1,4,3,2
315,45,Homme,Célibataire,0,2537,66929,Campagne,29,1,Utilitaire,Essence,Manuelle,4,2,4,5
316,24,Femme,Célibataire,0,9201,299914,Désert,83,0,Pick up,Essence,Automatique,5,1,4,1
317,42,Homme,Célibataire,0,2509,86361,Sport,91,0,Coupé,Diesel,Manuelle,3,4,2,2
318,52,Homme,Marié(e),1,2679,81646,Campagne,148,0,SUV,Hybride,Automatique,4,4,5,2
319,37,Homme,Célibataire,0,3259,54724,Montagne,11,1,Pick up,Hybride,Manuelle,3,2,3,3
320,32,Femme,Marié(e),4,1497,40000,Sport,67,0,SUV,Diesel,Manuelle,2,1,1,1
321,40,Homme,Célibataire,0,2829,43722,Campagne,128,0,Utilitaire,Diesel,Automatique,5,5,3,5
322,64,Homme,Célibataire,1,1946,40000,Autoroute,74,1,Utilitaire,Electrique,Automatique,4,1,1,4
323,64,Femme,Marié(e),0,14140,321408,Désert,55,1,SUV,Electrique,Manuelle,5,5,1,2
324,54,Femme,Marié(e),2,3068,64730,Désert,65,1,Pick up,Diesel,Automatique,3,3,3,3
325,25,Femme,Marié(e),3,3983,134954,Autoroute,138,0,SUV,Diesel,Manuelle,4,2,1,4
326,48,Homme,Marié(e),1,3379,72938,Plage,84,0,Compacte,Diesel,Automatique,5,5,2,2
327,49,Homme,Marié(e),2,1177,40000,Montagne,110,1,SUV,Diesel,Manuelle,2,1,3,4
328,50,Femme,Célibataire,0,1007,40000,Plage,96,1,Cabriolet,Electrique,Automatique,5,2,2,1
329,27,Femme,Célibataire,0,2431,45409,Désert,109,0,Pick up,Hybride,Automatique,2,2,2,1
330,39,Femme,Célibataire,0,1737,40000,Désert,102,1,Pick up,Electrique,Manuelle,2,4,4,1
331,42,Femme,Marié(e),2,3051,84902,Montagne,142,1,SUV,Essence,Manuelle,4,1,2,5
332,24,Femme,Marié(e),2,2092,49770,Autoroute,137,0,Citadine,Hybride,Automatique,4,3,5,1
333,51,Femme,Célibataire,0,3297,111296,Montagne,121,0,SUV,Hybride,Manuelle,3,4,1,2
334,51,Homme,Célibataire,0,6187,181696,Ville,135,0,Citadine,Essence,Manuelle,3,1,5,4
335,46,Femme,Célibataire,0,1514,40000,Campagne,51,0,SUV,Essence,Manuelle,3,3,4,3
336,30,Homme,Célibataire,0,2938,94333,Plage,109,1,Berline,Hybride,Automatique,2,5,4,4
337,27,Homme,Célibataire,0,3183,99953,Campagne,13,1,SUV,Diesel,Automatique,1,3,1,2
338,43,Homme,Célibataire,0,2064,56185,Montagne,99,1,SUV,Hybride,Manuelle,1,1,3,3
339,26,Femme,Marié(e),0,1399,40420,Autoroute,140,0,Coupé,Hybride,Automatique,2,5,1,1
340,52,Femme,Célibataire,0,3255,113601,Autoroute,79,0,Compacte,Hybride,Manuelle,4,2,5,2
341,22,Homme,Célibataire,0,1749,54203,Désert,56,1,Pick up,Essence,Manuelle,3,5,2,1
342,38,Homme,Célibataire,0,925,40000,Autoroute,127,1,Coupé,Hybride,Automatique,2,2,3,3
343,24,Homme,Célibataire,0,12298,404832,Désert,9,0,Pick up,Essence,Manuelle,5,3,5,5
344,58,Femme,Marié(e),3,1511,40000,Ville,34,1,Monospace,Hybride,Automatique,5,5,4,2
345,42,Homme,Célibataire,0,9589,230501,Autoroute,28,1,Utilitaire,Electrique,Automatique,1,3,1,2
346,50,Homme,Marié(e),3,2293,76752,Montagne,57,1,Minibus,Electrique,Manuelle,2,1,5,2
347,24,Femme,Célibataire,0,2173,73114,Montagne,10,1,SUV,Electrique,Manuelle,1,1,5,3
348,58,Femme,Marié(e),1,2073,42564,Autoroute,8,0,Monospace,Essence,Manuelle,2,2,3,1
349,35,Femme,Marié(e),1,8142,215613,Campagne,12,1,SUV,Electrique,Manuelle,5,4,1,2
350,52,Homme,Célibataire,0,1633,47509,Plage,124,1,Monospace,Electrique,Manuelle,3,2,5,1
351,58,Homme,Célibataire,0,1298,40000,Montagne,98,1,Pick up,Hybride,Automatique,2,2,5,3
352,33,Femme,Marié(e),3,1023,40000,Ville,37,0,Monospace,Hybride,Manuelle,2,3,3,5
353,47,Homme,Célibataire,0,12229,296180,Plage,21,1,Pick up,Diesel,Automatique,5,2,4,4
354,35,Femme,Marié(e),1,12422,358780,Campagne,88,0,Utilitaire,Essence,Manuelle,1,5,5,4
355,50,Homme,Célibataire,0,3342,101686,Désert,5,0,Pick up,Hybride,Automatique,1,2,2,5
356,64,Homme,Célibataire,0,2731,51652,Montagne,7,1,Pick up,Electrique,Manuelle,4,3,1,5
357,61,Femme,Marié(e),3,3148,108158,Ville,105,1,Minibus,Electrique,Automatique,3,1,2,4
358,62,Femme,Marié(e),1,1765,49860,Désert,37,0,SUV,Diesel,Manuelle,3,4,2,3
359,22,Homme,Marié(e),0,14280,338931,Campagne,51,1,SUV,Diesel,Manuelle,4,5,4,5
360,54,Femme,Marié(e),2,1661,40000,Ville,98,0,Cabriolet,Hybride,Automatique,5,3,4,5
361,24,Femme,Marié(e),0,1227,40000,Montagne,125,0,Pick up,Hybride,Automatique,5,5,1,2
362,65,Femme,Marié(e),3,944,40000,Plage,14,1,Monospace,Electrique,Manuelle,3,3,3,2
363,60,Femme,Marié(e),2,2838,75385,Plage,134,1,Berline,Electrique,Automatique,3,4,1,2
364,26,Femme,Célibataire,0,1952,40000,Ville,129,0,Citadine,Diesel,Manuelle,3,2,3,2
365,55,Homme,Célibataire,0,1531,48612,Sport,93,0,Cabriolet,Hybride,Automatique,4,2,2,5
366,63,Femme,Marié(e),0,2533,62120,Désert,116,0,SUV,Hybride,Manuelle,4,3,2,5
367,40,Femme,Célibataire,0,1068,40000,Plage,70,1,Coupé,Hybride,Manuelle,3,3,3,1
368,51,Homme,Marié(e),2,2282,65161,Campagne,139,0,Pick up,Essence,Automatique,1,1,4,1
369,65,Femme,Célibataire,0,1039,40000,Ville,101,0,Citadine,Diesel,Automatique,1,1,5,2
370,29,Homme,Célibataire,0,13966,336145,Autoroute,102,1,Pick up,Electrique,Manuelle,2,1,3,1
371,46,Femme,Divorcé(e),0,6416,152774,Désert,115,0,SUV,Hybride,Automatique,4,1,2,5
372,61,Homme,Divorcé(e),2,1198,40000,Montagne,104,1,Pick up,Hybride,Automatique,4,2,1,1
373,31,Femme,Divorcé(e),1,2909,71453,Désert,142,1,SUV,Diesel,Automatique,4,4,1,5
374,43,Femme,Célibataire,0,4986,111223,Sport,15,1,Cabriolet,Essence,Manuelle,3,2,2,5
375,64,Homme,Célibataire,0,2371,58634,Montagne,66,1,Pick up,Diesel,Automatique,1,2,1,5
376,46,Homme,Marié(e),2,2740,94068,Ville,59,1,Berline,Electrique,Automatique,3,1,4,1
377,63,Femme,Divorcé(e),2,3273,64346,Ville,67,0,Berline,Diesel,Manuelle,1,4,5,1
378,22,Homme,Marié(e),3,5095,122910,Campagne,61,0,Minibus,Essence,Automatique,1,4,5,5
379,34,Femme,Célibataire,0,10087,216716,Montagne,21,1,SUV,Electrique,Automatique,1,5,2,3
380,29,Femme,Célibataire,0,3166,57938,Campagne,9,1,Utilitaire,Essence,Automatique,1,5,4,2
381,27,Homme,Célibataire,1,13228,433062,Désert,110,0,Pick up,Diesel,Automatique,2,3,5,4
382,33,Homme,Marié(e),2,1260,40000,Sport,35,1,Cabriolet,Electrique,Manuelle,1,5,2,2
383,55,Homme,Marié(e),3,11816,229059,Sport,126,1,Minibus,Diesel,Manuelle,1,2,1,2
384,33,Homme,Marié(e),0,2067,40000,Autoroute,45,0,Coupé,Hybride,Automatique,1,1,5,2
385,53,Homme,Célibataire,0,3274,70454,Campagne,65,1,Utilitaire,Electrique,Automatique,1,3,2,1
386,48,Homme,Célibataire,0,2884,46394,Désert,122,0,SUV,Diesel,Manuelle,2,4,3,2
387,62,Femme,Divorcé(e),0,3229,52287,Campagne,80,0,SUV,Hybride,Manuelle,4,2,3,2
388,62,Homme,Marié(e),2,2586,83112,Désert,68,1,SUV,Hybride,Manuelle,3,1,4,2
389,49,Homme,Marié(e),2,3249,107103,Désert,105,1,SUV,Essence,Manuelle,5,1,4,5
390,28,Femme,Célibataire,0,14857,440297,Campagne,83,1,SUV,Electrique,Manuelle,2,1,1,4
391,32,Femme,Marié(e),2,2763,67072,Campagne,103,1,Utilitaire,Hybride,Automatique,3,4,1,1
392,55,Homme,Célibataire,0,3408,88092,Sport,33,1,Coupé,Essence,Manuelle,1,5,3,1
393,45,Femme,Marié(e),1,3188,92762,Plage,58,0,Utilitaire,Diesel,Manuelle,2,5,1,4
394,42,Femme,Marié(e),2,1123,40000,Autoroute,120,1,Monospace,Hybride,Automatique,4,5,5,3
395,65,Homme,Célibataire,0,2500,82397,Autoroute,43,0,SUV,Essence,Automatique,3,1,2,4
396,55,Homme,Célibataire,1,1440,40000,Désert,138,1,Pick up,Essence,Manuelle,2,1,1,2
397,48,Femme,Marié(e),3,3071,97774,Désert,128,1,Monospace,Electrique,Automatique,3,2,3,2
398,45,Femme,Marié(e),0,2767,94421,Plage,34,1,Compacte,Electrique,Automatique,2,2,2,2
399,24,Femme,Marié(e),1,1740,45674,Ville,141,1,Coupé,Electrique,Automatique,3,4,5,2
400,41,Homme,Divorcé(e),1,1495,50763,Autoroute,42,1,Compacte,Essence,Manuelle,3,4,3,5
401,43,Homme,Marié(e),3,3156,54717,Ville,54,0,Monospace,Diesel,Manuelle,3,1,3,1
402,39,Homme,Célibataire,0,1257,43387,Désert,97,1,SUV,Hybride,Manuelle,5,5,5,1
403,31,Femme,Célibataire,0,2339,49497,Désert,113,1,SUV,Diesel,Manuelle,4,4,3,2
404,30,Homme,Célibataire,0,12107,420509,Ville,147,1,Compacte,Essence,Automatique,4,3,4,2
405,58,Homme,Célibataire,0,2909,46092,Sport,5,1,Cabriolet,Electrique,Manuelle,5,4,2,1
406,31,Femme,Célibataire,0,1408,40000,Autoroute,131,0,Pick up,Diesel,Manuelle,2,1,1,3
407,60,Femme,Marié(e),2,13790,396024,Montagne,42,1,SUV,Electrique,Automatique,3,2,5,1
408,42,Femme,Marié(e),0,2016,44802,Montagne,54,0,Pick up,Essence,Manuelle,3,5,1,5
409,28,Homme,Marié(e),3,14723,456376,Autoroute,8,1,Minibus,Electrique,Automatique,5,5,3,2
410,30,Femme,Célibataire,0,1567,40000,Campagne,146,0,Utilitaire,Diesel,Automatique,5,5,5,5
411,48,Femme,Divorcé(e),0,971,40000,Autoroute,82,0,Coupé,Diesel,Manuelle,5,5,3,2
412,29,Homme,Célibataire,0,2159,40000,Campagne,15,0,SUV,Hybride,Automatique,1,1,4,4
413,28,Homme,Marié(e),2,1387,46007,Ville,56,1,SUV,Electrique,Automatique,1,1,5,2
414,33,Femme,Célibataire,0,8045,273335,Autoroute,8,0,Coupé,Diesel,Automatique,5,5,1,1
415,34,Femme,Célibataire,0,1304,43663,Plage,102,1,Monospace,Electrique,Automatique,4,1,2,3
416,49,Homme,Marié(e),1,8650,151135,Ville,26,1,Minibus,Diesel,Manuelle,3,3,5,1
417,53,Homme,Célibataire,0,14757,509464,Désert,99,0,SUV,Hybride,Manuelle,4,2,1,4
418,22,Femme,Marié(e),1,1248,40000,Désert,56,1,Pick up,Essence,Automatique,1,3,2,3
419,29,Homme,Marié(e),2,3283,88224,Sport,76,1,Cabriolet,Electrique,Manuelle,5,4,4,5
420,31,Femme,Célibataire,0,3473,117554,Ville,88,0,Citadine,Essence,Automatique,4,1,2,4
421,41,Homme,Marié(e),2,2916,89972,Campagne,143,0,Pick up,Hybride,Manuelle,5,3,5,3
422,24,Femme,Marié(e),0,2441,58220,Ville,84,1,Citadine,Diesel,Manuelle,2,4,4,2
423,53,Homme,Marié(e),2,3109,82215,Désert,95,1,SUV,Essence,Manuelle,3,4,5,4
424,42,Homme,Célibataire,0,9216,287456,Plage,110,1,Berline,Electrique,Manuelle,1,4,3,3
425,44,Homme,Marié(e),1,3327,55557,Montagne,88,1,SUV,Electrique,Automatique,3,2,1,5
426,24,Femme,Marié(e),1,2625,53372,Montagne,30,1,Pick up,Essence,Manuelle,4,5,4,3
427,28,Homme,Célibataire,0,9064,166166,Autoroute,78,1,Coupé,Hybride,Automatique,4,1,5,2
428,25,Femme,Divorcé(e),1,1276,40000,Plage,114,1,SUV,Electrique,Manuelle,1,5,5,4
429,35,Femme,Marié(e),2,2128,50344,Plage,121,0,Coupé,Diesel,Manuelle,4,3,5,5
430,23,Homme,Marié(e),1,11157,227142,Montagne,43,1,Pick up,Essence,Automatique,3,4,2,2
431,49,Femme,Célibataire,0,1733,55316,Autoroute,34,0,Citadine,Diesel,Manuelle,5,2,4,2
432,34,Homme,Célibataire,0,3193,111198,Désert,76,0,SUV,Diesel,Automatique,3,2,1,3
433,63,Homme,Divorcé(e),1,1243,40000,Autoroute,33,0,SUV,Hybride,Manuelle,1,4,2,2
434,55,Femme,Célibataire,0,2183,47121,Plage,59,1,Pick up,Diesel,Manuelle,2,2,1,2
435,50,Femme,Célibataire,0,2434,70567,Ville,126,1,Compacte,Hybride,Manuelle,2,3,2,3
436,41,Homme,Marié(e),3,1123,40000,Sport,36,0,Minibus,Diesel,Manuelle,5,4,3,3
437,50,Femme,Célibataire,1,7687,161563,Sport,13,1,Coupé,Electrique,Automatique,2,4,3,4
438,39,Homme,Marié(e),3,2591,86876,Autoroute,95,1,Minibus,Hybride,Automatique,2,3,5,1
439,60,Femme,Célibataire,0,1652,45600,Sport,26,0,Coupé,Essence,Manuelle,2,3,3,5
440,32,Homme,Marié(e),4,5632,179881,Montagne,88,1,Monospace,Electrique,Manuelle,4,2,3,2
441,40,Homme,Célibataire,0,2445,82873,Plage,123,0,Utilitaire,Essence,Automatique,5,5,2,1
442,38,Homme,Célibataire,0,1511,40000,Autoroute,35,0,Compacte,Essence,Automatique,5,4,4,4
443,35,Homme,Divorcé(e),2,2924,66203,Désert,42,0,SUV,Diesel,Manuelle,2,4,2,4
444,40,Femme,Célibataire,0,3287,94288,Désert,103,1,SUV,Essence,Manuelle,2,3,4,2
445,60,Femme,Célibataire,0,1861,45443,Autoroute,82,1,Cabriolet,Essence,Automatique,3,5,5,4
446,64,Femme,Célibataire,0,1634,40000,Plage,115,1,Monospace,Electrique,Manuelle,2,1,3,5
447,31,Femme,Célibataire,0,2050,61410,Désert,85,1,Pick up,Electrique,Manuelle,5,3,4,2
448,53,Homme,Marié(e),3,2702,43406,Campagne,124,1,SUV,Diesel,Automatique,1,4,3,2
449,29,Femme,Célibataire,0,11450,276576,Ville,48,1,Citadine,Essence,Manuelle,1,2,3,2
450,58,Homme,Marié(e),4,3237,60245,Ville,105,1,SUV,Hybride,Automatique,3,1,3,1
451,59,Homme,Marié(e),1,2865,68992,Autoroute,150,0,Cabriolet,Essence,Manuelle,1,5,4,3
452,35,Homme,Marié(e),1,4659,120869,Plage,27,0,Pick up,Essence,Manuelle,3,2,2,4
453,35,Homme,Célibataire,0,1531,40000,Désert,56,1,Pick up,Electrique,Automatique,3,1,3,5
454,53,Femme,Marié(e),2,2632,44229,Désert,92,1,Pick up,Diesel,Manuelle,4,1,1,5
455,65,Homme,Marié(e),2,12139,334929,Plage,43,1,SUV,Electrique,Manuelle,4,1,4,3
456,30,Femme,Marié(e),2,1095,40000,Ville,69,1,Minibus,Essence,Manuelle,4,1,4,5
457,38,Homme,Marié(e),0,11084,206063,Campagne,121,1,Pick up,Essence,Automatique,4,3,3,5
458,61,Femme,Célibataire,1,6959,130145,Montagne,34,0,Pick up,Essence,Manuelle,5,1,1,4
459,32,Femme,Célibataire,0,3365,99328,Autoroute,8,1,Cabriolet,Electrique,Manuelle,3,1,2,2
460,34,Homme,Marié(e),2,1009,40000,Montagne,123,0,SUV,Diesel,Manuelle,5,2,1,3
461,52,Femme,Célibataire,0,2723,93337,Désert,18,1,SUV,Hybride,Automatique,2,3,5,4
462,22,Homme,Marié(e),2,11622,345656,Plage,129,1,Minibus,Electrique,Automatique,4,4,4,5
463,36,Homme,Marié(e),1,1160,40000,Montagne,116,0,Pick up,Hybride,Automatique,4,5,3,4
464,32,Femme,Marié(e),2,2979,57774,Montagne,125,0,Pick up,Hybride,Automatique,3,4,4,3
465,61,Homme,Célibataire,0,1428,40000,Campagne,58,0,Utilitaire,Hybride,Automatique,4,4,3,2
466,23,Femme,Marié(e),1,2962,46323,Ville,62,1,Coupé,Hybride,Automatique,5,2,1,5
467,38,Femme,Marié(e),3,12627,256957,Campagne,31,0,Minibus,Essence,Automatique,4,4,1,1
468,54,Homme,Célibataire,0,2381,43192,Autoroute,36,0,Monospace,Hybride,Automatique,2,3,3,2
469,50,Femme,Marié(e),0,11261,245787,Plage,43,1,Compacte,Essence,Manuelle,3,4,3,2
470,36,Homme,Marié(e),1,2779,94588,Plage,26,1,Coupé,Essence,Manuelle,2,1,5,1
471,42,Femme,Divorcé(e),0,1051,40000,Montagne,85,1,SUV,Essence,Manuelle,4,4,5,3
472,22,Femme,Divorcé(e),1,2554,61101,Campagne,14,1,Utilitaire,Hybride,Manuelle,4,2,3,1
473,46,Homme,Marié(e),2,2995,77976,Plage,66,1,Coupé,Diesel,Automatique,1,5,5,3
474,49,Homme,Marié(e),3,2978,65782,Ville,91,0,Minibus,Essence,Manuelle,3,5,1,4
475,59,Homme,Célibataire,0,12885,366561,Montagne,97,1,Pick up,Diesel,Automatique,3,5,5,2
476,28,Homme,Marié(e),3,1154,40000,Campagne,148,1,Monospace,Diesel,Manuelle,1,3,5,4
477,38,Femme,Marié(e),4,2905,86087,Désert,140,0,SUV,Diesel,Automatique,4,4,2,5
478,35,Femme,Célibataire,0,9552,319361,Ville,138,0,Compacte,Essence,Automatique,3,5,3,1
479,29,Femme,Célibataire,0,1014,40000,Campagne,130,0,Utilitaire,Hybride,Automatique,3,3,2,2
480,29,Femme,Célibataire,0,2168,57051,Autoroute,119,0,Pick up,Hybride,Automatique,2,5,4,4
481,42,Homme,Marié(e),2,1853,61158,Autoroute,84,0,Minibus,Essence,Manuelle,3,1,2,1
482,63,Homme,Célibataire,0,1116,40000,Plage,75,0,Utilitaire,Hybride,Automatique,1,5,2,1
483,37,Femme,Célibataire,0,3312,52659,Sport,86,1,Coupé,Electrique,Manuelle,2,4,1,5
484,46,Femme,Célibataire,1,2068,40000,Autoroute,88,0,SUV,Diesel,Manuelle,4,2,1,5
485,23,Homme,Célibataire,0,2227,44893,Sport,131,1,Coupé,Essence,Automatique,2,5,5,2
486,29,Femme,Célibataire,0,2883,44911,Montagne,147,0,SUV,Essence,Manuelle,5,5,1,2
487,41,Femme,Célibataire,0,1483,40000,Campagne,79,0,SUV,Hybride,Manuelle,1,1,4,5
488,22,Homme,Divorcé(e),1,2457,85957,Sport,81,1,Coupé,Electrique,Automatique,2,5,5,1
489,27,Femme,Marié(e),3,8079,263097,Campagne,87,1,Minibus,Electrique,Manuelle,3,4,3,2
490,43,Homme,Célibataire,0,1447,40413,Ville,105,0,Compacte,Essence,Automatique,2,4,5,4
491,63,Homme,Marié(e),3,10794,307034,Autoroute,99,1,Monospace,Electrique,Manuelle,2,1,1,4
492,34,Femme,Célibataire,0,14651,489753,Autoroute,14,1,Utilitaire,Essence,Manuelle,2,2,4,3
493,53,Homme,Célibataire,1,1354,43867,Plage,149,0,Minibus,Hybride,Automatique,5,2,5,5
494,26,Homme,Marié(e),0,7235,236006,Montagne,121,0,Pick up,Diesel,Automatique,5,5,3,5
495,49,Homme,Marié(e),1,10167,208227,Montagne,76,1,Pick up,Hybride,Manuelle,5,1,2,1
496,56,Femme,Célibataire,0,3242,100999,Montagne,84,0,SUV,Hybride,Automatique,2,2,2,3
497,62,Homme,Célibataire,0,3465,116774,Sport,90,0,Cabriolet,Diesel,Automatique,4,2,3,1
498,26,Femme,Marié(e),2,1250,43113,Ville,82,1,Pick up,Electrique,Automatique,2,1,4,1
499,61,Femme,Célibataire,0,2107,67421,Désert,103,1,SUV,Hybride,Automatique,5,5,1,4
500,49,Homme,Célibataire,1,10940,277266,Plage,54,0,Utilitaire,Essence,Automatique,1,5,1,5
501,62,Femme,Célibataire,0,1661,40000,Sport,96,1,Coupé,Essence,Automatique,3,5,4,5
502,59,Homme,Célibataire,0,2410,82917,Plage,113,1,Cabriolet,Diesel,Automatique,2,5,5,1
503,34,Homme,Marié(e),1,1675,47498,Montagne,46,1,Pick up,Electrique,Manuelle,5,3,4,3
504,28,Femme,Marié(e),3,915,40000,Montagne,57,1,SUV,Hybride,Automatique,2,4,3,4
505,33,Homme,Célibataire,0,1371,40000,Désert,49,1,SUV,Electrique,Automatique,1,2,2,3
506,36,Femme,Marié(e),1,1631,40000,Campagne,58,1,Pick up,Essence,Automatique,2,4,1,3
507,51,Homme,Célibataire,0,3058,105629,Plage,141,1,Pick up,Essence,Automatique,2,2,2,2
508,45,Femme,Marié(e),4,1089,40000,Plage,37,1,SUV,Electrique,Automatique,3,2,1,3
509,54,Femme,Célibataire,0,3418,55704,Plage,100,1,Pick up,Electrique,Manuelle,5,4,2,3
510,55,Femme,Marié(e),2,2542,70571,Sport,60,1,Coupé,Diesel,Automatique,2,4,2,4
511,49,Femme,Marié(e),3,3155,52673,Sport,15,1,SUV,Electrique,Manuelle,5,3,2,5
512,51,Femme,Célibataire,0,2937,62676,Désert,26,1,SUV,Diesel,Manuelle,2,3,1,3
